C2,H2,CAT,HX,C3,T,P,H2/C2,C3/C4,MI_Plant 
9306.519531,93.1025238,40.60733414,23462.86523,70.02111053,84.03775024,3.478861809,1.828549147,0.552809238,18.88717448
9310.5625,92.76195526,38.76436996,23054.42017,70.28917694,83.99239349,3.317587376,1.833610773,0.554480672,18.92789756
9288.588867,92.61502838,38.8523941,23361.64697,69.94361877,83.92340851,3.663749695,1.838935971,0.550211787,18.96688596
9303.623047,93.1343689,40.2604599,23401.15527,70.21578217,83.83789063,3.493039846,1.83947289,0.552739322,19.00400348
9292.328125,92.44190979,40.38467026,23540.22437,70.13860321,84.1013031,3.502826214,1.842822671,0.551685214,19.0391139
9319.12793,92.47901917,37.73476791,23544.37427,70.34240723,84.04319,3.53482008,1.839263678,0.550887346,19.07208102
9307.069336,91.88257599,39.67090607,23389.19604,70.16727448,83.99924469,3.725454092,1.839616895,0.552314222,19.10276864
9295.22168,91.68901825,40.16138077,23369.88892,69.87652588,83.91608429,3.353019238,1.840658903,0.547864795,19.13104055
9298.035156,92.04507446,38.0028038,23544.29175,69.93196106,83.86576843,3.215030909,1.840586901,0.550060391,19.15676055
9297.15918,91.72546387,39.34919739,23289.43164,70.0318222,83.83836365,3.652382374,1.843327522,0.545022726,19.17979244
9304.243164,92.3494873,40.05491257,23563.75537,70.22648621,83.88136292,3.26308465,1.843589544,0.5453372,19.2
9301.230469,91.13507843,36.96147537,23399.16943,70.13041687,84.01578522,3.347799778,1.841647148,0.543939471,19.21874729
9301.779297,91.04878235,36.85751724,23657.36938,69.8755722,83.95082092,3.645406485,1.841313124,0.545500278,19.2374783
9303.578125,91.12030792,38.1461792,23476.42578,70.12380219,84.01153564,3.44368124,1.839074969,0.545546889,19.25617676
9284.599609,90.78720856,38.9095192,23271.1311,69.78139496,83.95956421,3.485436678,1.837960601,0.546647608,19.27482639
9295.404297,91.08294678,37.14445496,23399.58423,70.06079865,84.01625824,3.262658119,1.836876512,0.548493743,19.29341092
9290.452148,90.78594971,38.50797653,23308.12769,70.32004547,83.96640778,3.674916267,1.837064743,0.545698285,19.31191406
9300.941406,90.81086731,38.83728409,23438.29077,70.08505249,83.83789063,3.395100832,1.833068728,0.546513677,19.33031955
9318.734375,91.00997925,36.97380066,23554.34692,70.21136475,84.00019073,3.544983149,1.831526279,0.543333828,19.34861111
9302.567383,91.65772247,39.09897995,23355.71509,70.08631897,83.9342804,3.256510019,1.827178597,0.543048441,19.36677246
9303.302734,92.36070251,39.86444473,23496.27295,69.93605804,83.99829865,3.538559198,1.823735714,0.543939471,19.38478733
9306.557617,92.21438599,37.76443481,23450.85327,70.14900208,84.13603973,3.475449324,1.819270134,0.546467066,19.40263943
9308.111328,92.25971985,37.4695282,23324.59082,70.3531189,83.9850769,3.632684231,1.816749692,0.543426991,19.4203125
9291.397461,91.64341736,39.441082,23426.45874,69.57066345,84.11949921,3.48741889,1.814395428,0.547096014,19.43779026
9297.789063,92.07000732,40.15232849,23470.28833,70.05292511,84.1492691,3.219246387,1.811153173,0.548540354,19.45505642
9302.317383,91.86740875,38.15382767,23196.80054,70.06804657,84.16982269,3.515548468,1.809426904,0.547096014,19.47209473
9298.598633,91.99809265,39.35925293,23281.02979,69.91841888,84.15659332,3.339844942,1.80815649,0.547864795,19.48888889
9301.624023,91.76419067,40.04239655,23485.94189,69.8680191,84.21966553,3.510755777,1.809281349,0.547911406,19.50542263
9309.573242,92.28330231,38.31699753,23361.20874,70.18868256,84.12044525,3.493516684,1.807991266,0.546467066,19.52167969
9304.716797,91.83683014,39.81069565,23095.09424,69.70012665,84.12232971,3.500216722,1.80800879,0.546012819,19.53764377
9304.533203,92.14903259,39.57341385,23646.32617,69.90298462,84.02263641,3.280373812,1.808263063,0.545744896,19.55329861
9297.6875,91.91993713,38.68421936,23393.80444,70.07969666,83.9855423,3.438537359,1.804623246,0.543217361,19.56862793
9294.295898,91.92849731,37.54803467,23333.74805,70.07749939,84.0984726,3.30857873,1.807991266,0.543263912,19.58361545
9291.845703,91.98068237,40.39089966,23540.45215,69.9741745,84.02404785,3.732881784,1.8036623,0.54487133,19.5982449
9292.404297,91.90727997,40.34913635,23401.32666,69.92566681,84.16580963,3.633612394,1.80181849,0.547049463,19.6125
9305.016602,92.25569916,38.40644455,23551.85254,70.10049438,84.05239868,3.534268141,1.801674366,0.545791507,19.62636447
9307.124023,92.3551178,39.83635712,23235.70972,70.12568665,84.08713531,3.518911123,1.799634814,0.546012819,19.63982205
9288.84668,91.67630768,38.84103394,23148.76099,69.40905762,83.99428558,3.230864763,1.803424835,0.547771573,19.65285645
9318.224609,92.17901611,38.12371826,23527.0603,70.12915039,84.11406708,3.407672167,1.802632451,0.546467066,19.66545139
9313.331055,92.4331131,39.95992279,23389.58374,70.05796814,84.10532379,3.417132378,1.798165917,0.542541742,19.6775906
9293.790039,92.69821167,38.6883316,23546.75293,70.15498352,84.12327576,3.540165186,1.797950506,0.540806234,19.68925781
9297.12207,92.80740356,39.769104,23289.80347,70.03308105,84.24021912,3.55690217,1.798223138,0.542203963,19.70043674
9304.59668,93.15170288,37.85396194,23469.77954,69.94676971,84.12374878,3.548796892,1.798240423,0.54338038,19.71111111
9294.364258,92.85302734,41.21592331,23545.31641,69.9193573,84.13012695,3.478535891,1.800058007,0.544824719,19.72126465
9316.285156,93.18284607,39.74600983,23457.97217,70.21263123,84.14336395,3.477707624,1.800440431,0.545791507,19.73088108
9295.704102,93.06454468,40.05478287,23355.75562,70.02866364,84.13155365,3.590351582,1.802673697,0.544731557,19.73994412
9277.391602,92.76676178,41.05008698,23327.62573,69.56246948,84.0500412,3.394473314,1.802403092,0.546373844,19.7484375
9316.796875,93.08883667,39.06119156,23419.37476,70.0412674,84.13651276,3.551381588,1.803315878,0.544778109,19.75634494
9298.308594,92.87270355,40.366436,23461.81592,69.90393829,84.15753174,3.626461029,1.804998517,0.546012819,19.76365017
9293.571289,93.13861084,41.05615997,23300.83154,70.09607697,84.17359924,3.360772848,1.804745078,0.54389292,19.77033691
9285.165039,92.44760895,39.0803833,23263.4375,69.62294769,84.1213913,3.398412704,1.802823901,0.546857297,19.77638889
9294.22168,92.81065369,39.45794296,23296.98877,69.89321899,84.17761993,3.354825974,1.803695679,0.54389292,19.78178982
9284.69043,92.99072266,40.86923599,23319.28784,69.77162933,84.15706635,3.244063854,1.804920793,0.541575015,19.78652344
9317.481445,93.42166138,41.66142654,23754.03198,70.28444672,84.12232971,3.479790449,1.807099223,0.541237235,19.79057346
9304.736328,93.07064819,39.3277626,23277.64868,70.23562622,84.1145401,3.420168638,1.807099223,0.545453727,19.79392361
9299.006836,92.7930603,40.75357819,23396.35254,69.74391174,84.08713531,3.431762218,1.807099223,0.54461509,19.79655762
9302.490234,92.94428253,40.1097641,23345.91919,69.99087524,84.0916214,2.995615005,1.809277415,0.546554446,19.7984592
9305.237305,93.17723846,39.43675232,23431.53882,70.14427185,84.12871552,3.635770559,1.808660388,0.545022726,19.79961209
9310.447266,92.98020172,40.77066803,23210.9812,69.8497467,84.11359406,3.62209487,1.810295105,0.54389292,19.8
9314.816406,93.34024048,38.46972656,23526.30273,70.01953125,84.19958496,3.232621431,1.809277415,0.543263912,19.79970276
9292.918945,92.9026413,40.15541458,23593.24121,69.70106506,84.04460907,3.262557745,1.810295105,0.540130675,19.79882155
9307.850586,93.05360413,38.24521637,23189.87402,69.99842834,84.1629715,3.570878983,1.808932424,0.542588353,19.79737216
9321.297852,93.27896118,41.59151077,23311.24487,70.07056427,84.15847778,3.662570238,1.809204698,0.537935078,19.79537037
9295.335938,92.96613312,39.22614288,23397.05664,69.99843597,84.17808533,3.569825411,1.810295105,0.542658269,19.79283197
9312.329102,93.18183136,41.43618011,23600.78882,70.24129486,84.07200623,3.447921991,1.810224652,0.542704821,19.78977273
9306.12207,92.78362274,40.22351074,23324.8418,69.89321899,84.0134201,3.307048082,1.809136868,0.543217361,19.78620844
9291.980469,92.7514267,38.37682343,23164.05347,69.79714203,84.13414764,3.543176174,1.809204698,0.542926133,19.78215488
9290.411133,92.93519592,40.53727722,23546.82983,69.91809845,84.00704193,3.30569315,1.810224652,0.544055998,19.77762784
9292.290039,92.76468658,41.17812347,23236.73975,69.89038849,84.07980347,3.777522564,1.81240809,0.540899456,19.7726431
9307.141602,92.76247406,38.95616913,23334.30933,69.81761169,84.10768127,3.634415388,1.813575268,0.539408505,19.76721644
9314.635742,92.52487183,37.53210068,23565.63086,69.98803711,84.05098724,3.389479876,1.812481642,0.537212968,19.76136364
9304.966797,92.34632874,39.95983124,23552.39819,70.16033936,84.02948761,3.474044085,1.813504815,0.537154675,19.75510048
9315.084961,92.09205627,40.33720779,23520.92065,70.21546936,84.13509369,3.612057209,1.812226176,0.542250574,19.74844276
9311.734375,91.91899109,38.16267776,23160.23022,69.87683868,84.18540955,3.619911432,1.810115099,0.540806234,19.74140625
9297.572266,91.8611908,39.64684296,23534.19312,69.88534546,84.13366699,3.588193655,1.811917782,0.542926133,19.73400673
9313.892578,92.30284882,40.20483398,23592.02075,70.20948029,84.21872711,3.181380749,1.808677673,0.542203963,19.72626
9310.164063,92.26217651,38.52989197,23503.80957,70.26680756,84.14146423,3.65087676,1.80776751,0.542250574,19.71818182
9307.78418,92.11097717,39.71709061,23371.80176,69.9924469,84.12281036,3.66400075,1.808039665,0.54338038,19.70978798
9287.848633,91.99920654,38.4981308,23191.68872,69.80754089,84.27093506,3.499789953,1.806460142,0.543217361,19.70109428
9302.40625,91.68551636,37.93811798,23407.25244,69.87179565,84.28510284,3.511006832,1.804449677,0.544055998,19.69211648
9293.607422,91.62870026,36.49933243,23327.0813,69.80942535,84.19179535,3.430030346,1.806057096,0.545453727,19.68287037
9308.245117,92.26741791,39.43878555,23495.13965,70.08663177,84.29833984,3.310711622,1.804623604,0.550060391,19.67337174
9285.838867,91.97286224,39.93124771,23210.47485,69.912117,84.36968994,3.603826523,1.801779866,0.550013781,19.66363636
9293.112305,91.74965668,38.36497879,23320.7832,69.82958984,84.29928589,3.645506859,1.803529263,0.549215913,19.65368003
9296.550781,91.80827332,39.68671417,23371.02344,69.70012665,84.31393433,3.18923521,1.801091313,0.551685214,19.64351852
9277.929688,91.5736084,39.50675201,23084.75732,69.65098572,84.15706635,3.299695969,1.803188205,0.552407384,19.63316761
9292.44043,92.09832001,38.44501114,23556.50391,70.04914093,84.02310944,3.805677176,1.807709098,0.553758502,19.6226431
9307.211914,91.37683105,40.08937454,23383.28833,70.05040741,84.12281036,3.449578047,1.806602597,0.552809238,19.61196075
9306.303711,91.33257294,38.29243851,23376.13086,69.89700317,84.10485077,3.369329691,1.808982134,0.551685214,19.60113636
9284.323242,91.06320953,37.34222031,23413.06348,69.99528503,84.05098724,3.561895847,1.803004026,0.549338222,19.59018571
9306.713867,91.08109283,36.35676956,23513.39526,70.17105103,84.16391754,3.262682915,1.803257585,0.551685214,19.57912458
9312.392578,91.20666504,39.48792648,23467.88745,70.28382111,84.27919769,3.51401782,1.803084373,0.555156231,19.56796875
9307.563477,90.80732727,39.89916992,23493.44971,69.92062378,84.31936646,3.606160402,1.798834562,0.552407384,19.55673401
9303.594727,91.33130646,38.64113617,23541.46191,70.27374268,84.15257263,3.403256178,1.792173982,0.554480672,19.54543613
9305.058594,91.01942444,39.8782692,23458.2688,69.98488617,84.0984726,3.524306059,1.791218519,0.553531408,19.53409091
9290.150391,91.01844788,38.98576355,23282.19922,69.72249603,84.15800476,3.154280186,1.79140079,0.559372723,19.52271412
9292.646484,90.93605804,38.32395172,23598.30054,69.8888092,84.24848938,3.375778913,1.791480064,0.562966049,19.51132155
9306.012695,90.99971008,39.78245926,23366.50098,69.93700409,84.12918854,3.378062248,1.78934145,0.561492622,19.49992898
9310.128906,90.97732544,38.43198013,23368.3999,69.92282867,84.2206192,3.466717005,1.787424445,0.562919497,19.48855219
9299.111328,91.51538849,36.96626663,23407.44702,69.8884964,84.19179535,3.719130754,1.78707552,0.561766326,19.47720697
9301.680664,91.72444916,35.60533905,23298.80444,69.95433044,84.23432159,3.386418104,1.78527391,0.567386389,19.46590909
9275.490234,91.48661041,40.24655533,23252.80737,69.64279938,84.07698059,3.539688349,1.781891942,0.569075286,19.45467435
9300.511719,91.9822464,39.95174789,23312.82593,70.14836884,84.05335236,3.523628712,1.778839231,0.567386389,19.44351852
9306.620117,92.34918213,39.24303818,23649.31323,70.1197052,84.08618927,3.547391891,1.778839231,0.565359712,19.43245739
9314.80957,91.80050659,40.67000198,23245.80933,69.83526611,84.04909515,3.66420126,1.777126193,0.570473015,19.42150673
9280.040039,91.87794495,39.186203,23389.96851,69.75209808,84.00704193,3.40072155,1.775617957,0.56671083,19.41068234
9298.413086,91.94009399,39.76013947,23301.09863,69.93637085,83.97421265,3.632357836,1.777561545,0.568108499,19.4
9300.514648,92.4034729,40.57197189,23322.59521,69.91464233,84.20005798,3.71471405,1.776685715,0.568440497,19.3893539
9314.28418,92.7806015,38.58631897,23266.02588,69.89700317,84.00704193,3.646510363,1.775757432,0.571148574,19.37862408
9323.148438,93.44085693,38.82730484,23698.62329,70.46809387,83.93947601,3.482600927,1.775492787,0.569238365,19.36780506
9286.265625,93.25026703,39.31280899,23429.14209,70.01638794,83.89459229,3.560766697,1.776653767,0.56284374,19.3568914
9304.525391,93.19542694,41.20016861,23504.72119,69.99811554,83.99428558,3.306972742,1.773545742,0.568830669,19.34587761
9305.032227,92.70124817,39.12250519,23228.62354,69.89636993,83.99428558,3.721137524,1.773298383,0.570473015,19.33475823
9294.250977,93.06116486,40.12121964,23362.43481,69.95937347,83.92010498,3.769267082,1.774338603,0.569750845,19.32352779
9310.538086,92.97181702,40.8850975,23229.34814,69.93795013,83.9087677,3.485110283,1.776716232,0.567479551,19.31218084
9291.695313,93.18688202,39.25214386,23554.25757,70.00283813,83.92790222,3.481547117,1.775492787,0.574398279,19.30071189
9295.484375,92.75552368,40.68807983,23330.84204,69.86643982,84.00161743,3.550578594,1.778803945,0.569506228,19.28911549
9301.087891,92.630867,40.72791672,23222.86255,69.59365082,83.93521881,3.475073099,1.782221198,0.568830669,19.27738617
9317.592773,93.09796906,39.53717804,23446.0481,69.93952179,84.00893402,3.483629704,1.783802629,0.57372272,19.26551847
9297.951172,93.10676575,38.97607803,23204.67383,69.97480774,83.92530823,3.155835867,1.786177039,0.573629498,19.2535069
9305.353516,93.03688812,41.38289261,23401.07129,69.94267273,84.01437378,3.711928606,1.787246466,0.569506228,19.24134602
9294.393555,93.04115295,41.58250809,23374.93311,69.8888092,83.98105621,3.669345617,1.789741635,0.570682704,19.22903035
9328.125977,93.07112122,39.16112518,23278.97388,70.09040833,83.81639099,3.376004696,1.790481806,0.574398279,19.21655443
9290.731445,92.68526459,40.98448944,23313.26733,69.7429657,83.83009338,3.729593992,1.790481806,0.573268473,19.20391279
9297.932617,93.1259613,39.49343872,23490.42725,69.89479828,83.7660675,3.479012728,1.795811534,0.568830669,19.19109996
9300.917969,93.06373596,39.15646362,23406.23486,70.28981018,83.78260803,3.258617878,1.795094728,0.577193737,19.17811048
9305.080078,92.84099579,40.86838913,23321.1814,70.21861267,83.91372681,3.687412739,1.797986507,0.57227838,19.16493889
9295.530273,93.23519135,38.54487228,23525.58618,70.19120789,83.83789063,3.664376974,1.798138499,0.568830669,19.1515797
9309.693359,92.75083923,39.74856949,23147.52734,69.82454681,83.90829468,3.481773138,1.795896053,0.57227838,19.13802746
9303.197266,93.09699249,39.29481125,23496.72876,70.26019287,83.8886795,3.497958183,1.798138499,0.57372272,19.12427671
9290.8125,92.57240295,41.50370026,23229.55005,69.72343445,83.92482758,3.544380903,1.799150825,0.57300055,19.11032197
9312.916992,93.2008667,39.24188614,23537.30493,69.91275024,83.99098206,3.538885355,1.798700809,0.571404815,19.09615778
9295.160156,92.96078491,40.0959549,23278.09351,69.93637085,83.87355804,3.431084394,1.801397562,0.571195126,19.08177867
9310.236328,93.02501678,41.09047318,23469.70166,69.92314911,83.90143585,3.307424784,1.801397562,0.572953939,19.06717918
9305.458984,92.86792755,39.07556534,23413.60449,69.85982513,84.01673126,3.566588402,1.801397562,0.570589483,19.05235383
9316.681641,93.12511444,40.71494293,23371.94775,70.09986115,84.01483917,3.480016708,1.802412987,0.575871706,19.03729717
9295.31543,93.07192993,40.93571854,23424.01489,70.05859375,83.97657013,3.676221132,1.803498387,0.571311653,19.02200373
9291.176758,93.0303421,38.19154739,23376.27319,69.92062378,83.91466522,3.4160285,1.802553892,0.571870744,19.00646803
9299.981445,92.98591614,37.24629974,23499.10962,69.84816742,83.98885345,3.782541275,1.805833578,0.574351668,18.99068462
9298.185547,93.22608948,40.12568283,23485.67676,70.11309052,84.03633881,3.524506807,1.806771517,0.571870744,18.97464803
9319.166016,93.15486145,41.43125916,23486.78833,70.06646729,84.05878448,3.493742228,1.809323192,0.570473015,18.95835279
9291.910156,93.09153748,38.34700775,23528.48901,70.17262268,84.00113678,3.640487909,1.810344815,0.575796008,18.94179343
9325.304688,93.40727234,41.18423462,23488.26489,70.16254425,84.02263641,3.633562326,1.811147094,0.57393533,18.92496449
9288.553711,92.95264435,39.72935867,23468.85132,70.18616486,83.95175934,3.209560394,1.810203552,0.572953939,18.9078605
9321.483398,93.12884521,39.34658051,23533.75562,69.97605896,83.99971771,3.483705044,1.811513662,0.57372272,18.89047599
9297.396484,90.83408356,40.97501373,23262.7207,69.82738495,83.94490814,3.617402077,1.810491323,0.574351668,18.87280551
9308.503906,90.1525116,38.19716263,23575.97876,70.22522736,83.9718399,3.736972094,1.809247732,0.571870744,18.85484357
9297.521484,89.56267548,35.60456467,23209.40259,69.66168976,83.99428558,3.556400537,1.806122422,0.57300055,18.83658473
9268.758789,89.26438141,37.24098969,23292.35938,69.89289856,83.9855423,3.609297276,1.805830836,0.575796008,18.8180235
9300.433594,89.17422485,38.95306015,23325.49683,70.0989151,84.03681183,3.390232563,1.808230996,0.575120449,18.79915442
9301.942383,88.92047119,36.85063171,23546.67627,69.98268127,83.93120575,3.59479332,1.806122422,0.571311653,18.77997203
9317.208008,89.29954529,38.26582336,23691.03223,70.33043671,83.90522003,3.514118195,1.808980227,0.57742089,18.76047086
9278.756836,88.3134079,39.11062622,23231.40991,69.9401474,84.03988647,3.658178806,1.807792425,0.575871706,18.74064544
9295.094727,87.90691376,36.77513504,23469.58154,70.04410553,84.03444672,3.46245122,1.80410099,0.574436128,18.72049031
9282.568359,87.82744598,38.12023163,23310.78613,70.05796051,83.93758392,3.477607489,1.803790092,0.580338657,18.7
9317.430664,88.06877136,38.4595108,23323.66187,70.3298111,83.92340851,3.424510002,1.79569447,0.580123186,18.67882444
9282.557617,87.80129242,36.8993721,23342.2749,69.92188263,83.87947083,3.476377964,1.791556835,0.576640487,18.65663492
