C2,H2,CAT,HX,C3,T,P,H2/C2,C3/C4,MI_Plant 
8513.387695,57.32941055,20.14979553,20424.12793,155.479126,84.09516144,3.675267458,1.183610916,0.607011914,7.0171875
8486.735352,56.78330612,20.61439133,20156.73157,154.9555817,84.06681061,3.42724514,1.181225419,0.614151955,7.038401331
8503.824219,56.939888,20.45556831,20296.8042,155.2705841,84.05405426,3.364311218,1.175558805,0.629631758,7.061481481
8511.910156,57.00031281,18.90810966,20297.52991,155.230896,84.00727844,3.871748209,1.171722293,0.640568972,7.086054687
8505.879883,56.7808876,19.72280884,20178.39197,154.8428192,84.03846741,3.752705336,1.167907834,0.651168466,7.111747685
8499.839844,56.97035599,19.88710022,20165.87561,155.0803223,84.12493896,3.710950375,1.163876295,0.665576637,7.138187211
8498.557617,57.25979614,20.42101479,20354.82263,155.5137787,84.02806854,3.646610737,1.159733057,0.670154214,7.165
8495.748047,56.82317734,19.96258354,20082.20776,154.9159088,84.0639801,3.644553185,1.155190349,0.67816782,7.191812789
8499.441406,56.94838333,20.01868629,20223.4259,155.1030121,84.07579041,3.51662755,1.149026513,0.695057034,7.218252315
8514.823242,56.71940231,19.22954178,20238.92615,155.2195587,84.02806854,3.517832279,1.144232035,0.702756166,7.243945313
8496.023438,57.13362885,19.01502991,20375.00391,155.4841614,83.92601013,3.457407236,1.139713407,0.721695364,7.268518519
8494.317383,57.32814026,19.01006699,20290.41919,155.4293518,83.93310547,3.70342207,1.135557175,0.725539088,7.291598669
8515.824219,57.20916367,19.59096336,20304.74341,155.4759674,84.1353302,3.778300524,1.128450632,0.737524629,7.3128125
8506.541992,56.83280563,20.16408348,20227.04736,154.841568,83.99877167,3.403356314,1.122824073,0.746609807,7.331786748
8496.65332,57.14395142,20.8088398,20216.06165,155.1256866,84.02571106,3.728515387,1.119607806,0.7604357,7.348148148
8494.914063,57.14982986,20.34647369,20356.60779,155.3373718,84.01908875,3.445563078,1.115459204,0.767983377,7.361523437
8495.382813,56.90543365,19.84906578,20170.82556,155.1735687,83.9019165,3.67331028,1.113211632,0.779945612,7.371539352
8484.9375,56.76728821,19.81310463,20086.78882,154.6544495,84.04507446,3.55838275,1.108067989,0.793515205,7.377822627
8509.523438,56.9432106,19.4040432,20238.68689,155.1729431,83.96994781,3.757021427,1.105538964,0.800154388,7.38
8482.195313,57.12153244,20.45082092,20203.62561,155.0746613,83.85419464,3.286521673,1.101733088,0.812384486,7.37801923
8504.551758,57.19144058,20.4068985,20203.00769,155.1741943,83.90332794,3.617000818,1.098903537,0.82128334,7.37221005
8481.557617,56.89873886,20.40625572,20230.85278,154.7180786,83.8263092,3.317135811,1.094968319,0.822168589,7.362772154
8495.305664,56.94447708,19.84323311,20130.12646,154.9417114,83.97467804,3.661767244,1.089600325,0.836611748,7.349905234
8492.167969,56.72158051,19.93818855,20224.09082,154.8654785,84.00255585,3.784473658,1.086290717,0.839908063,7.333808984
8508.575195,53.93744278,18.41496086,20358.46533,155.3455658,84.15328217,3.742166281,1.084043026,0.85209161,7.314683099
8486.139648,52.54698944,18.47075081,20134.35388,154.9587402,83.96759033,3.239446878,1.080306411,0.867326796,7.29272727
8509.251953,50.43099976,18.86805153,20256.61475,155.0847321,83.9690094,3.47662878,1.077646613,0.873162329,7.268141193
8508.59375,50.39846802,18.53153229,20401.599,155.2044373,83.64156342,3.799629927,1.074104905,0.877949536,7.24112456
8515.956055,50.06632614,17.78860664,20279.03223,155.1754456,83.16717529,3.359493256,1.070438623,0.883587003,7.211877065
8483.654297,49.77457809,17.06880951,20058.29541,154.5435791,83.00605011,3.721439123,1.066745758,0.888129592,7.180598401
8489.970703,49.95310211,18.80690575,20272.82031,155.1313629,83.11235809,3.436027765,1.058847666,0.899579287,7.147488263
8517.990234,49.86492157,18.82733727,20278.27551,155.1855469,83.12843323,3.66151619,1.051015258,0.904960573,7.112746343
8512.508789,49.99356461,18.78513908,20104.17151,155.0431519,83.22292328,3.543327093,1.041345239,0.910330176,7.076572335
8501.929688,50.24853897,18.57085419,20343.64734,155.2523193,83.28199005,3.743270636,1.034934163,0.920685053,7.039165933
8503.896484,49.84584045,18.95258713,20263.15808,154.9606171,83.25128174,3.266798735,1.026189923,0.924983025,7.00072683
8495.405273,50.23871994,18.36561203,20267.99023,155.1212769,83.34672546,3.700862408,1.018621802,0.931901753,6.96145472
8487.048828,49.91107178,18.21087265,20137.2533,154.9373169,83.42373657,3.704676867,1.011105657,0.945086956,6.921549296
8493.051758,50.06633759,17.55061531,20282.67847,155.2296448,83.71150208,3.468849897,1.005510807,0.943316519,6.881210251
8491.701172,50.00514221,17.98478317,20153.86597,155.1741943,83.77433777,3.733985901,0.999382555,0.964934707,6.84063728
8491.214844,51.23414612,18.05814552,20301.89917,155.4035187,83.74976349,3.981305361,0.995052576,0.96979183,6.800030076
8498.192383,52.56905365,19.77999687,20402.27979,155.5528259,83.91231537,4.022558689,0.992592752,0.979191482,6.759588332
8491.642578,52.97169113,20.17626762,20236.48035,151.9158325,83.99972534,3.561695337,0.987826586,0.987612784,6.719511743
8502.40625,53.10729599,20.51120567,20135.38965,149.6805878,83.98790741,3.519337177,0.982237637,1.005084395,6.68
8497.397461,52.88919449,19.02341461,20232.44434,148.5617218,83.9019165,3.747937679,0.979600787,1.000646591,6.638309941
8509.118164,52.92481995,19.96388626,20208.92603,147.933609,84.04743958,3.200853348,0.977189362,1.015380979,6.591856828
8504.845703,53.29049683,20.04131699,20263.03906,147.5190582,84.02571106,3.486816406,0.975708902,1.030627847,6.541077997
8482.907227,53.05197525,20.65693855,20072.89697,146.9142609,84.02192688,3.777848959,0.97315985,1.037453413,6.486410779
8489.113281,53.1851387,20.37829399,20278.09863,146.3472595,84.03327179,3.362554312,0.9717682,1.051430702,6.428292511
8514.533203,53.06277084,19.53452492,20304.39307,146.6017761,83.99594116,3.698403597,0.97147125,1.063765526,6.367160526
8479.917969,51.83346939,18.92914391,20082.6073,145.7285919,84.01106262,3.783620119,0.970280766,1.063660741,6.303452157
8508.244141,50.52416611,17.4454689,20390.88599,145.8936615,83.96097565,3.256560564,0.969653666,1.067125916,6.23760474
8506.258789,47.23550034,17.43367958,20301.29077,145.6347351,83.90097046,3.394121885,0.969863594,1.068249941,6.170055607
8506.518555,45.61930847,17.19401741,20201.81531,145.6013336,83.88537598,3.691126347,0.967454255,1.075751066,6.101242094
8500.523438,44.9212532,16.42182732,20157.42432,145.3909302,83.94727325,3.961180687,0.96530968,1.088680148,6.031601534
8500.271484,44.90745926,17.37713432,20253.62549,145.3732758,83.96380615,3.486164331,0.96270752,1.092663646,5.961571261
8510.46875,45.10582352,17.81954575,20290.73828,145.5194397,83.93498993,3.76284337,0.959822297,1.097718716,5.891588609
8503.438477,45.11314011,17.12903404,20298.20105,145.692688,83.98932648,3.615093946,0.95666188,1.104113221,5.822090914
8492.040039,44.96200943,16.82152939,20214.24561,145.0589142,83.84190369,3.515172243,0.95288384,1.103030086,5.753515507
8507.037109,44.79158401,16.88408279,20151.0437,145.017334,83.92553711,3.499363422,0.946369767,1.118137121,5.686299724
8492.520508,45.00920868,17.15346336,20126.44678,145.00914,83.80929565,3.495900631,0.941471517,1.118626356,5.620880899
8498.322266,44.91601181,17.2984066,20211.77197,145.2743683,83.92506409,3.392566442,0.935599983,1.116203666,5.557696366
8492.805664,44.88543701,17.27804375,20194.22144,145.1395416,83.93026733,3.453894138,0.927876055,1.131741643,5.497183458
8492.738281,45.04858017,17.01159286,20247.27344,145.3153229,83.88632202,3.790646315,0.921885133,1.134595394,5.43977951
8503.602539,45.02954102,17.6084938,20225.69507,145.4734497,83.92506409,3.49454546,0.914185345,1.13899827,5.385921857
8503.108398,44.96095276,16.3727417,20266.34509,145.1685333,83.79465485,3.593864918,0.906702697,1.142783761,5.336047831
8492.438477,44.96103287,16.68953323,20196.99182,144.9505463,83.94065857,3.636724234,0.899829984,1.145532608,5.290594767
8489.024414,45.4616394,18.27232552,20307.66113,145.332962,83.92411804,3.851723671,0.893443286,1.150506139,5.25
8500.351563,47.61585236,21.06834221,20290.54224,145.1773376,84.04885864,3.449377537,0.886753678,1.145124912,5.211689822
8506.608398,48.0355835,21.799757,20293.12659,145.0022125,84.00917053,3.369129181,0.881094575,1.149155021,5.172922674
8494.318359,49.27375412,24.41514587,20231.68835,132.7052307,83.97562408,3.635268927,0.875627697,1.161571503,5.133884115
8509.074219,49.83456039,23.46988487,20229.55176,130.008194,83.99594116,3.538157701,0.871290863,1.163679719,5.0947597
8499.735352,50.00912094,23.13267517,20189.70349,128.4785461,84.05547333,3.306947708,0.868686616,1.169049382,5.055734988
8510.644531,49.96697617,23.12372017,20304.25256,126.8638611,84.13769531,3.210740089,0.866974294,1.177843332,5.016995536
8505.431641,50.00762177,23.85261154,20196.21558,125.4274521,84.02051544,3.592760801,0.867218912,1.182840228,4.9787269
8503.081055,49.85493469,24.85122299,20333.17798,124.7804489,84.03468323,3.832853317,0.868978798,1.190166712,4.941114638
8506.62207,48.81679535,23.69572258,20228.23291,123.7529144,84.07956696,3.647363901,0.870703161,1.184564114,4.904344308
8498.827148,48.00477219,23.24703598,20197.65332,122.7820892,83.92648315,3.540365934,0.874758482,1.190551043,4.868601466
8498.993164,48.25440979,23.18247223,20231.03406,122.5559158,83.93262482,3.332994699,0.880504072,1.197947264,4.83407167
8505.873047,48.09442139,24.27534294,20325.98218,122.1747665,83.91986847,3.508697748,0.884776235,1.185449362,4.800940476
8485.151367,48.07653809,24.96412277,20248.64111,121.5573654,83.81544495,3.863617659,0.889444232,1.194697618,4.769393443
8509.017578,48.08953857,25.02482605,20197.07129,121.2266083,83.86458588,3.533841133,0.896036088,1.192216635,4.739616127
8502.125,48.2393074,23.32995987,20386.33752,121.3425369,83.94538879,3.591355324,0.901426256,1.192519426,4.711794085
8503.992188,47.93192291,23.59062576,20248.85022,120.788765,83.97042847,3.794962406,0.905014694,1.198052168,4.686112875
8497.591797,48.09007645,24.35704231,20257.6239,120.8032532,84.03562927,3.800131798,0.907601237,1.21080637,4.662758054
8503.998047,47.98130417,24.23007965,20301.5813,120.374855,84.01531982,3.410583496,0.911970794,1.19788909,4.641915179
8501.490234,47.89876938,22.91453362,20243.15491,120.3515396,83.97515106,3.656949282,0.91564703,1.211167455,4.623769807
8501.178711,49.07304001,23.07128906,20306.87512,120.3565826,84.05783844,3.487870455,0.918757975,1.208698153,4.608507496
8500.606445,49.59967041,21.31029892,20212.59021,120.2935867,84.07200623,3.668693066,0.92304635,1.220590472,4.596313802
8512.378906,50.05772781,21.53549957,20308.43201,120.4762802,84.04507446,3.447370052,0.927684247,1.20239675,4.587374284
8507.216797,49.96234512,22.77618027,20239.09497,120.3257217,84.02571106,3.630099773,0.933486521,1.213182569,4.581874497
8502.898438,50.18648148,23.37101936,20201.50769,120.2469635,84.07437134,3.347046852,0.934508383,1.207096696,4.58
8510.977539,50.06599045,24.51601791,20295.11804,120.4454193,83.97657013,3.822414398,0.938365877,1.211516976,4.580658275
8501.439453,49.99528885,23.13733292,20273.06348,120.1486816,83.93782043,3.440092802,0.942845523,1.20430696,4.58255787
8498.835938,50.30484772,23.55292511,20218.71362,120.226799,84.02806854,3.548194885,0.944690049,1.21157515,4.585585938
8498.345703,49.90354919,24.32978249,20197.70764,119.9848785,83.98838043,3.261277914,0.948873639,1.219251037,4.58962963
8503.368164,49.88305664,24.18410873,20264.90613,119.6125565,84.05027771,3.608218193,0.951254606,1.213957071,4.5945761
8507.72168,50.03601456,24.64730072,20261.8689,119.7517853,83.90711212,3.681591034,0.953588605,1.210561752,4.6003125
8503.478516,49.94687271,22.4728508,20208.91504,119.8173065,84.04271698,3.537705898,0.957481503,1.203049064,4.606725984
8499.631836,49.95088196,23.62349129,20191.24548,120.1971893,83.8815918,3.787133217,0.959432364,1.206415296,4.613703704
8496.817383,50.0815773,24.23267746,20255.70032,120.2923279,83.91892242,3.600589752,0.961117804,1.205262184,4.621132813
8502.927734,49.80088043,23.23249435,20263.49622,120.4832153,83.92742157,3.720535755,0.963119686,1.206263781,4.628900463
8498.640625,49.97637558,23.76374245,20250.30469,120.3849335,84.03327179,3.630651474,0.963211179,1.202536464,4.636893808
8508.063477,49.96570206,23.60430336,20300.57593,120.2664948,84.06303406,3.489125252,0.96680963,1.202548146,4.645
8501.436523,49.86244965,24.23873329,20187.26868,120.1606522,83.96664429,3.730974674,0.96710974,1.193917155,4.653106192
8506.276367,50.15149307,24.23034096,20279.3324,120.2696457,84.17359924,3.580113411,0.969225883,1.1976794,4.661099537
8510.222656,50.08930588,24.53094673,20321.99805,120.531723,84.04980469,3.731878042,0.969817281,1.195367336,4.668867188
8496.767578,50.11105728,24.30379868,20250.15186,120.3805237,84.02051544,3.45906353,0.971049428,1.182327747,4.676296296
8500.964844,50.17348099,25.06923103,20168.60913,120.1776657,84.00113678,3.569775343,0.972883224,1.192006946,4.683274016
8501.598633,50.10811615,22.88249397,20287.66052,119.986145,83.96097565,3.31402421,0.975381851,1.182432652,4.6896875
8506.834961,49.95422363,23.81150055,20228.32935,119.8588867,84.09658813,3.45404458,0.975688279,1.183073163,4.6954239
8499.425781,49.95827484,24.74625397,20219.2583,119.8727493,84.03988647,3.632809401,0.976195395,1.181174636,4.70037037
8492.357422,49.98928833,24.55056763,20155.81628,119.9332275,83.90616608,3.341977835,0.977593362,1.179835081,4.704414062
8510.863281,49.94870377,23.68196106,20297.6217,119.9357376,84.07200623,3.597578526,0.980036497,1.192088485,4.70744213
8491.908203,49.87582397,22.01454163,20162.17285,120.0258331,83.96380615,3.653887749,0.982178509,1.179753661,4.709341725
8510.076172,49.96623993,22.10104752,20119.47302,119.8847198,83.88490295,3.60340023,0.983812869,1.191284776,4.71
8501.285156,49.91390228,22.72927666,20298.39453,119.8834534,83.94490814,3.759881973,0.984029233,1.17349875,4.70984809
8494.049805,49.69545746,22.42160416,20142.48206,119.8500671,83.97940063,3.613538027,0.98432672,1.187621593,4.709409722
8491.077148,50.05977249,21.9113903,20168.69958,120.0384369,83.94301605,3.730823994,0.98432672,1.176655293,4.708710938
8505.638672,49.76573944,21.41364098,20289.59204,120.134201,83.98176575,3.39075923,0.983812869,1.184144855,4.707777778
8504.433594,49.98410034,21.81792641,20206.59448,119.9735413,83.87640381,3.479288816,0.983130515,1.165846229,4.706636285
8503.491211,50.07540512,21.81776047,20216.21765,119.9181061,83.98838043,3.522750378,0.981881738,1.170406342,4.7053125
8501.739258,50.33398056,21.77369118,20207.67017,119.9798431,83.96759033,3.683447838,0.981457591,1.168117523,4.703832465
8578.191406,53.12827301,21.1514492,20384.37964,119.5791702,83.97940063,3.693686008,0.981625855,1.162654757,4.702222222
8592.59668,53.77095032,21.71100807,20399.75684,119.8021851,84.10178375,3.52290082,0.983812869,1.166498542,4.700507812
8601.253906,53.88671875,20.81604767,20470.9563,120.0812683,84.19911194,3.446667194,0.984029233,1.154617786,4.698715278
8600.668945,54.08372879,20.72876358,20381.80884,119.7297363,84.23313904,3.592308998,0.981073856,1.159661174,4.69687066
8609.532227,54.19995117,20.09580612,20558.26563,119.972908,84.23313904,3.697249413,0.981242359,1.142760396,4.695
8596.389648,53.92404175,21.3535881,20283.8512,119.440567,84.08335114,3.738753557,0.981073856,1.141257882,4.69312934
8691.045898,54.56853485,20.70195389,20622.18994,119.4733276,84.04743958,3.579912901,0.981073856,1.1460917,4.691284722
8700.953125,54.79950714,21.38510132,20712.52222,119.7152481,84.11312103,3.849314451,0.979461908,1.134968162,4.689492188
8702.420898,55.46421432,20.39692116,20788.40088,119.7788696,84.18778229,3.735190392,0.977837086,1.129458666,4.687777778
8683.170898,55.6471405,20.21059608,20601.89624,119.2484131,84.1353302,3.303083658,0.97513473,1.12267971,4.686167535
8700.766602,55.80783463,20.46520996,20706.62134,119.7738342,84.14950562,3.612885714,0.97461617,1.131229162,4.6846875
8690.791992,56.04331207,21.61250877,20656.16235,119.6591721,84.22132874,3.544229746,0.97461617,1.115830898,4.683363715
8698.833984,56.00573349,20.7469368,20645.92407,119.6283035,84.09185791,3.574241638,0.973745823,1.114538074,4.682222222
8698.797852,56.70346069,21.23348045,20797.72339,120.0056686,84.08052063,3.734588146,0.973548532,1.109867334,4.681289062
8699.953125,56.88711166,20.02814865,20705.56519,119.8311615,84.02571106,3.714212179,0.973548532,1.096751928,4.680590278
8680.704102,56.69487762,20.10248566,20641.4375,119.8084869,84.05122375,3.406016111,0.97203964,1.101236343,4.68015191
8697.410156,56.95522308,20.10028839,20671.94507,119.4903336,84.16699219,3.538910389,0.972462833,1.08222723,4.68
8707.12793,57.05376053,19.97929382,20731.34521,119.713974,83.93640137,3.552360535,0.97111851,1.076572299,4.68005136
8702.727539,56.81687927,20.65771103,20744.42993,119.8475418,84.00350189,3.263385773,0.970400453,1.076263547,4.680202546
8697.987305,57.1112175,21.96019554,20657.28076,119.6604385,84.01153564,3.373445034,0.969111979,1.066910505,4.680449219
8701.608398,56.95802689,22.80423355,20676.32349,119.7536697,83.97042847,3.536451101,0.967827201,1.06293869,4.680787037
8701.316406,57.11023331,20.05203056,20763.50879,119.7517853,83.96664429,3.618857384,0.969434798,1.056113005,4.681211661
8692.772461,56.83040619,20.68994522,20652.75977,119.4689178,83.94301605,3.8960886,0.968376279,1.049217582,4.68171875
8699.000977,57.04696274,21.39123154,20644.08057,119.7876968,83.97562408,3.515974998,0.967801392,1.049112797,4.682303964
8709.452148,56.8302536,21.27649117,20672.82422,119.700119,83.98034668,3.625934124,0.968401849,1.041052461,4.682962963
8697.332031,56.8629837,21.34695435,20583.3064,119.6912994,83.8608017,3.506088495,0.968114436,1.053655386,4.683691406
8706.834961,56.85939407,20.37010002,20669.01025,119.6679916,83.97704315,3.637727737,0.967330933,1.036436081,4.684484954
8710.40918,57.04702759,20.73398399,20695.35718,119.7769852,83.9019165,3.445412874,0.967644095,1.041169047,4.685339265
8698.430664,56.80040359,20.5446167,20663.52222,119.6742935,84.02287292,3.825927496,0.967357337,1.022987008,4.68625
8688.955078,57.02002335,22.25102806,20652.23462,119.6553955,83.91750336,3.657450914,0.966862082,1.031186938,4.687212818
8695.076172,56.93038177,22.20759964,20614.97266,119.8021851,83.94727325,3.794059277,0.966602683,1.02715683,4.68822338
8711.660156,57.06468964,21.49385643,20686.82642,119.8632965,84.00775909,3.569524288,0.9674716,1.024384737,4.689277344
8700.073242,57.05424118,21.12184143,20602.73389,119.8714828,83.96380615,3.549850941,0.966629565,1.014996529,4.69037037
8699.942383,56.82773209,21.3335228,20699.28662,119.6125488,83.92790222,3.529926777,0.966717541,1.013389111,4.691498119
8699.283203,57.16989517,21.41967201,20801.10547,120.1171875,83.99736786,3.61243391,0.966163099,1.015520811,4.69265625
8697.170898,57.01575089,21.9798317,20716.40039,119.8147888,84.10933685,3.33786273,0.967957139,1.000541806,4.693840422
8698.707031,56.91861343,22.40354538,20655.93555,119.8393555,84.06067657,3.402954817,0.96746242,1.004199147,4.695046296
8712.71875,57.09899902,22.63778687,20754.45654,120.0806427,84.03468323,3.694037199,0.967982888,0.997851133,4.696269531
8702.442383,57.23880386,23.14274025,20907.40576,120.2154617,84.01390076,3.610275745,0.969361007,0.994333506,4.697505787
8692.362305,56.75444794,21.13573456,20574.5144,119.7505264,84.06161499,3.796719074,0.971757233,0.994380116,4.698750723
8716.047852,57.111866,21.72471237,20795.99365,120.1467896,83.88349152,3.382880211,0.972355366,0.999342024,4.7
8706.929688,57.04307175,22.21673203,20713.8562,119.8903809,83.92884827,3.820658207,0.974655747,0.987985492,4.701338095
8699.254883,57.03361893,22.69889069,20611.43335,119.7442169,84.05783844,3.206223249,0.973371029,0.997163951,4.702848576
8688.686523,56.83557129,22.62698364,20725.31494,119.8601456,84.00492096,3.591907501,0.973733306,0.993937492,4.704525737
8704.09082,57.04169083,21.29872894,20672.13306,119.8488007,84.06256104,3.662570238,0.973787069,1.001689076,4.706363874
8693.424805,57.14491653,21.29284668,20710.70923,119.9174728,83.94159698,3.205169201,0.974466443,0.990536392,4.708357281
8692.116211,57.02711868,22.21279716,20740.44824,120.1165466,83.87640381,3.604905844,0.976351082,0.995358527,4.710500252
8711.56543,56.35754013,22.63061523,20697.92065,120.0812683,83.84001923,3.589348078,0.977369189,0.992073894,4.712787083
8693.268555,56.09017944,23.22528076,20696.17456,120.0453644,83.91088867,3.531582832,0.978173673,0.989278436,4.715212067
8702.958984,56.06268311,21.40313911,20713.60938,119.9867706,83.94207764,3.42533803,0.978177428,0.987304151,4.7177695
8690.908203,55.92433548,21.69556427,20600.96924,119.7108383,84.05169678,3.352416992,0.977098227,0.988765895,4.720453676
8700.111328,56.03614426,21.72456932,20732.35449,119.9918137,84.13580322,3.544531345,0.976809502,0.991305113,4.723258889
8692.820313,55.91533279,21.63710785,20734.14819,119.7958755,84.01390076,3.259119749,0.976310015,0.988125324,4.726179435
8706.563477,56.13796616,21.51733208,20786.65698,120.100174,84.07342529,3.722844601,0.977305412,0.990408242,4.729209609
8697.268555,55.90189362,22.52446938,20680.94629,120.2034988,84.00492096,3.42829895,0.978195012,0.98296535,4.732343703
8718.875,56.14886093,22.65851402,20774.50415,120.3162689,83.90048981,3.859301567,0.978769779,0.983314812,4.735576014
8694.597656,56.092453,22.12182426,20711.44897,119.959053,83.89813232,3.39266634,0.980423927,0.982021928,4.738900836
8680.918945,55.84112167,21.5727272,20606.81787,119.7744598,83.93073273,3.314475775,0.980804205,0.986913919,4.742312464
8694.970703,55.89863205,21.76855469,20633.96191,119.8840866,83.98696899,3.657401085,0.982115269,0.995405138,4.745805192
8695.933594,56.05954361,22.07910728,20640.62451,120.2060089,84.08098602,3.755867243,0.981612444,0.988230109,4.749373314
8693.15332,55.8745575,22.36834908,20614.24463,119.8708572,84.04460907,3.510404348,0.981913328,1.002405405,4.753011126
8707.625977,56.02646637,22.6862011,20772.57031,120.405098,84.1027298,3.860908031,0.982115269,0.993285239,4.756712922
8690.423828,55.89910889,21.53315735,20703.31494,120.0296097,83.99594116,3.558683872,0.982782066,0.989895761,4.760472997
8690.314453,55.82459641,21.75941086,20628.45801,119.9880295,84.02334595,3.772779942,0.984175563,0.990920782,4.764285645
8703.208008,55.95969391,22.41643524,20659.06519,119.8557281,83.9227066,3.221982002,0.984313846,0.996540785,4.768145161
8700.219727,56.1080246,22.07105827,20740.67749,120.1606522,83.99073792,3.609071255,0.984618545,0.998223901,4.77204584
8702.259766,55.79457092,22.21545219,20667.94971,119.6824799,83.97657013,3.534393787,0.984326482,0.992539763,4.775981976
8698.297852,55.99052048,21.35179138,20667.83447,119.9823685,83.98601532,2.84342432,0.983530521,0.998736382,4.779947864
8696.070313,55.92373657,22.65299416,20749.20068,120.0812683,83.91231537,3.282808304,0.983950078,0.995731235,4.783937799
8704.825195,56.08586121,22.67873955,20622.90527,119.9603119,83.90758514,3.720134258,0.982571006,0.997233808,4.787946074
8693.398438,55.84527588,22.66251564,20529.24072,119.8128967,84.04507446,3.228405714,0.980951607,0.997233808,4.791966986
8701.744141,56.66109467,22.63155174,20649.8877,120.0390625,84.05169678,3.848712683,0.979810238,1.00021565,4.795994828
8710.923828,57.20320129,22.61657715,20779.91187,120.3162689,84.03704834,3.569875717,0.980908573,0.999714792,4.800023895
8695.679688,57.01115417,22.66940308,20642.03613,120.0264587,83.96759033,3.275129557,0.981033921,0.988905668,4.804048482
8698.916016,57.05338287,21.67803383,20697.13135,120.088829,83.9227066,3.486716509,0.981630027,0.999342024,4.808062883
8695.899414,57.10736465,22.30665016,20748.01929,120.0522919,83.85939026,3.677776814,0.981701612,0.995731235,4.812061393
8706.993164,57.09095764,21.75476456,20798.54712,120.3061829,83.92364502,3.597327471,0.98351723,0.994286954,4.816038306
8705.245117,56.96297455,23.69932175,20699.43799,119.9792175,83.88773346,3.600389004,0.98411411,0.996243775,4.819987918
8694.630859,56.95335388,22.84758949,20697.9043,119.9067612,83.95199585,3.342178822,0.984326482,1.002906203,4.823904523
8712.329102,57.05835724,20.92886543,20755.30713,120.0157547,83.9482193,3.67782712,0.984410942,0.992912471,4.827782416
8705.298828,56.95188904,22.14574814,20716.42847,120.0422134,83.88773346,3.641793251,0.984631002,0.989499748,4.83161589
8713.706055,57.20454025,21.18810654,20746.58179,120.3225632,83.93120575,3.755666494,0.984923303,1.003803134,4.835399241
8694.304688,56.7683754,22.26111412,20656.7041,119.6024704,83.99310303,3.40235281,0.986743689,0.987100303,4.839126764
8702.305664,57.16269302,23.09822845,20822.98975,120.2003479,83.99169159,3.733182907,0.986237645,1.00637722,4.842792753
8703.598633,57.05956268,21.39435387,20754.19092,120.1285248,83.96238708,3.750748396,0.988134384,0.990548015,4.846391502
8703.224609,56.96487045,21.28321457,20614.18066,119.9666138,83.93829346,3.469452143,0.987047255,0.987880707,4.849917307
8687.202148,57.16478729,21.166399,20684.41943,119.8387222,83.94727325,3.77227807,0.987047255,0.995055676,4.853364462
8707.045898,57.0082283,20.73160744,20821.41919,120.1990814,84.04460907,3.548546314,0.987047255,0.991829276,4.856727261
8711.925781,56.93000031,21.45793533,20709.6853,120.0088196,84.04225159,3.594667673,0.987047255,0.98887074,4.86
8699.226563,56.92401123,21.97460365,20676.26807,120.1222229,84.00350189,3.905172586,0.987553716,0.991048872,4.863192674
8693,56.88129807,22.45874405,20657.36206,119.943306,84.03610229,3.535146236,0.987553716,0.995055676,4.866321723
8709.532227,56.96861267,22.5127182,20826.64795,120.2097931,83.96759033,3.646410227,0.989248335,0.997804523,4.869391109
8693.209961,57.01140594,21.59259987,20653.63599,119.9281845,83.89434814,3.421774864,0.991080463,0.987799168,4.872404794
8694.773438,57.08055115,21.89525414,20664.07373,119.7196503,84.01673126,3.406317472,0.991335094,1.00446701,4.875366739
8701.09082,56.69309998,22.41916847,20563.875,119.9477158,83.93310547,3.075135708,0.990571916,0.992854297,4.878280906
8713.708984,57.813694,22.40040779,20829.78149,120.4624176,84.01625824,3.5004673,0.990277469,1.00059998,4.881151257
8698.210938,57.85587311,22.54037285,20773.30396,120.0630035,84.02334595,3.753910065,0.990277469,0.987985492,4.883981753
8693.073242,58.03501892,20.54939842,20592.1709,119.7341461,83.95861053,3.526163101,0.990277469,0.997909367,4.886776356
8697.18457,58.28982544,21.53281212,20760.60645,120.1436462,83.95199585,3.757573843,0.99122113,0.99804914,4.889539027
8703.366211,58.06887817,23.24622536,20779.39087,119.9634628,83.93546295,3.333095074,0.992186427,0.991060495,4.892273728
8686.004883,57.73106384,23.54892731,20537.09204,119.7102051,83.97727966,3.393093109,0.992264688,1.002137542,4.894984421
8692.529297,57.86684418,23.62464523,20707.09473,119.9102325,83.97207642,3.27733779,0.99431926,0.994321883,4.897675067
8704.128906,58.05349731,22.14146042,20798.66406,119.9870911,84.04437256,3.950741768,0.994574964,1.000256419,4.900349628
8687.580078,57.6784668,21.26257706,20543.27759,119.9114838,84.04437256,3.342530012,0.995939016,0.993384242,4.903012065
8699.777344,57.97583008,21.24368477,20711.64722,120.0248871,84.07957458,3.755691528,0.999008119,1.001694918,4.905666341
8703.478516,57.98836899,21.20258713,20800.68213,120.3326416,84.06445313,3.679307461,1.00162828,0.994875133,4.908316416
8679.774414,57.94237518,21.64493179,20629.68213,119.8210831,84.04366302,3.470731974,1.004077554,0.996098161,4.910966253
8688.62207,57.87646103,22.29272842,20635.36841,120.00914,83.98625183,3.648517847,1.004689097,0.986273289,4.913619812
8711.624023,58.10790253,22.47328568,20703.78223,120.1723099,83.82513428,3.488121748,1.005271792,0.998879075,4.916281057
8701.259766,57.89489365,20.88739204,20658.82544,119.5697174,84.04814911,3.563551903,1.007703543,0.985050321,4.918953947
8687.209961,57.89502335,22.13963318,20658.3269,119.9735489,83.96238708,3.653436422,1.007466555,0.992507756,4.921642445
